eta_earth,geometric_albedo,nzodi_level,sigma_sys,eta_inst,eta_coron,hz_inner_au,hz_outer_au,radius_factor,yield_D10,yield_D20,yield_D50,yield_D100,yield_D250,yield_D500,yield_D750,yield_D1000
0.37033253519251275,0.20630986690971104,2.1388963627767215,0.1448461859957817,0.24978554300852435,0.3253435031226807,0.9048365478320309,1.6837122767455441,0.8878304681388715,8.376122027778623,78.77543335648943,1111.44823978522,9031.370764265186,97321.63002348822,160650.84620845408,165064.39774550393,156072.2983628888
0.18572928049530307,0.2845473549869817,1.7951954867269175,0.05337769927131764,0.246838633785316,0.30947714522094927,0.8660905559620501,1.7479701630565658,1.0729021018606426,12.4940316055303,97.86019018047448,1414.4677382154196,11192.368552938126,82723.70839747407,115181.21879982116,112871.63162848745,101180.8520669119
0.2237808123526767,0.33410715866409324,7.561666998139266,0.09654649347670888,0.23754923945263273,0.3387694210226798,0.8680770924893212,1.6547006405163311,1.1940989345128428,16.12831429728921,124.38686232018938,1815.4295696003483,14438.366226533584,103234.08603498539,139684.0361767113,136793.67354001678,123484.52029264264
0.41978643870993326,0.33805985790837567,3.410966209561934,0.09983939199403413,0.20519308680283338,0.31099816809683833,0.9708308704336797,1.546248035699052,1.057227433573477,26.93922099607706,209.67379698345297,3062.669170780582,24317.714536685384,183801.85894283865,252824.45717787064,249157.46404182215,225592.7478285173
0.4983208395461868,0.38071136899268243,7.110352137262764,0.09808384533654864,0.16077736955068678,0.23132341281311036,0.8496769230846448,1.5798679397546882,0.9962048565878752,17.510211937934915,150.7488361093477,2202.127190232857,17517.636446700424,179543.02668110002,291618.8936836419,296369.2151518976,273096.9135225806
0.15689272611202074,0.2435100513974332,3.8361898272563177,0.10639254739903754,0.16772169117351682,0.3618613973992764,0.898478056562635,1.603800669874597,1.122309402521626,8.181435828842698,63.12097435935866,931.8176633116926,7415.8519864595555,62546.30242101948,90142.18690018989,89702.60722454262,81812.34461317133
0.1314902135047996,0.23530737842232496,9.457013182240164,0.1853092099499032,0.16845452082378143,0.22159082223228266,0.8839391657987861,1.6540333987534797,1.0913357498394294,2.1951134030747452,24.252462598487107,330.1226326210125,2642.0373117722675,32739.272586384992,61999.86871145968,64612.36050492766,60593.42650939179
0.17232952547874186,0.34800115982563407,9.60587567717482,0.19517440646610462,0.18017324215875902,0.24283901717194192,0.9732664327159554,1.6503176920390072,0.8536171550968993,2.4360760215963166,30.145474070420452,399.39273034704814,3220.4925005503305,40340.56822442112,76078.42988078749,79141.95401622565,74304.72679625056
0.2438587566757404,0.20181962233065004,9.030678735128943,0.15858756160317594,0.1686420921984361,0.3890723386350439,0.8848320702539718,1.5711243746862404,1.0920597728086006,7.18992426606483,63.01306533333529,906.4229180903372,7349.831683683914,76888.74368138945,122122.2425486964,124294.80346954307,116272.55518524408
0.16784769988281933,0.39607400773322887,1.0851938372442698,0.057757293735535224,0.22475311773817166,0.2423181396844655,0.8946784530757319,1.6411863478325182,0.9129134431067721,9.762049080816753,76.35639778722178,1118.5530589530294,8821.397314449163,70898.91520965686,103003.46243703846,102363.46069151325,92745.30391284992
0.3355037262158921,0.2796623118108718,1.4230659272561756,0.07241801931081768,0.23461642463110283,0.24542691447764994,0.8765255999429439,1.5765526026751842,0.9151968477332072,13.731335464775448,111.5520443624137,1648.1667755729977,12966.701833658539,122347.79495777123,192185.71342626357,194622.98030239454,179055.1540006498
0.34672300552951124,0.24323588264473836,4.1360481788540575,0.08300187260549659,0.24830705417276674,0.3630674677627894,0.9098739794592021,1.5601434795512328,0.9033684621417164,14.097154106800305,115.03339990240029,1682.9605798516864,13396.839855101774,126191.54633429664,191864.13456628154,193192.53460459717,177696.85256372037
0.14215427189935026,0.34916050077489597,9.167284472390003,0.0966337866877679,0.2325392628172657,0.29926828120346327,0.9206463901438523,1.7374183659637956,0.947653734165576,5.849918855622445,47.25228894612371,678.0228197733046,5437.426213087497,52554.28666696911,80145.06213344455,79583.33595569742,71521.6565580893
0.32629242041033224,0.25437507156940087,5.894385067516449,0.0742394437555466,0.1511736207646293,0.3450153725339039,0.9385940344427501,1.5592908353510233,0.9309147994017973,9.664324683165466,87.13999422654196,1253.536125987494,9966.80340283236,107826.04192337205,180836.09060314912,184504.24360830933,169552.31796140887
0.10185185733135432,0.2529213061572027,2.5283313981355877,0.10233439700042014,0.20179830605576776,0.25563327982059864,0.8501688187479337,1.4078307904242473,0.8786488732313986,2.7973123727141274,25.628317767660313,374.82157485628966,2970.9102876090337,32067.785698910448,54721.367442922565,56726.48735076465,53695.014336131986
0.28604767976352896,0.2303630717985793,4.294911540091929,0.08146727408514022,0.1702340225653099,0.39010600618101554,0.9487066711099303,1.7620164078237233,1.078836178447828,13.542894026174972,106.39194852032054,1543.723039721065,12304.290463333675,109563.43756392322,160923.30347892715,158651.2808253909,141669.8524244033
0.4902488790514151,0.2080223727000894,2.528324392412403,0.10875153800767848,0.21544431926444263,0.2477113289034355,0.9483401094859775,1.7516126151539166,0.8282494295681053,5.5441853532821295,72.29441694795666,968.1863684201851,7594.015883245023,97607.8252261756,204077.92073589505,217047.53033606426,204647.98179418428
0.41977137538059883,0.35201645248302393,6.11505987825602,0.1964498888964084,0.17620494176086493,0.2809226341632135,0.969386922853703,1.5615384716447358,0.9374689735122959,13.506803043930113,115.68379008755207,1657.5126725653042,13411.596094719484,135436.55706126546,209407.04429882098,211771.77091821365,196399.50318107396
0.33872894668164744,0.3912005159799888,6.010920657721937,0.07383471347785532,0.20732213067527044,0.39437899066916493,0.9733198240464774,1.5475772356800166,1.105691467125336,27.605063271539453,220.90131027643793,3216.141881394652,25495.130456442414,166223.61487110623,218332.18486700903,213127.5967705538,191887.29430417577
0.230139862033089,0.38313486073373915,3.592912391756921,0.1734223025093094,0.1952637651058834,0.3160494730574582,0.9596341143092619,1.6490939071813595,1.129005309776282,16.101211495392512,126.57886343010303,1836.250736256133,14656.925594718889,100703.82409643201,132415.56808904762,129213.79209282593,116132.82292177921
0.18253756455421213,0.36886446511428717,2.7296374840817137,0.08191732848947272,0.24192299461060235,0.24345054776850483,0.9495990358554782,1.7037953672196795,1.0903594459360368,12.36124125491459,95.25282525655855,1379.904447894548,10936.716740011747,81473.40803675607,111955.81119582609,109222.44503480893,97343.98028974087
0.27709022683713413,0.39786724789787875,5.7947163044035515,0.18903588989350062,0.2101556431229013,0.39680423695042666,0.9646073680088595,1.4717197386509928,0.9403336053956444,15.431693211234155,122.79449674531611,1799.5891000991282,14483.359084673668,111136.91570696,151120.50742658216,150212.18876235347,138687.44960842576
0.2112165598968061,0.22553083388038386,3.287525662894003,0.11508479872856264,0.24433063021433554,0.2810720911131658,0.9673275978147714,1.6469644972112958,0.9072458333436203,5.165888858368106,48.748929171719574,693.2433274026938,5546.970318298072,60652.94753217391,101674.24725739853,103917.32359317772,96124.69873401884
0.44998313605048956,0.26653558429274216,6.122561854976363,0.06032786250812082,0.24557845472817608,0.3642873020207314,0.9728192611037978,1.4813685539843013,0.9173724869460569,20.193743202159137,163.60970742389333,2407.3970958454015,19114.1049155989,177038.62742830193,266455.29050912726,267503.7698499266,244904.66911998548
0.1852629382935871,0.37518917876843855,5.33470364816372,0.1888481660029146,0.24074954055265985,0.35027301262749877,0.9084311665055761,1.7073521241076466,1.1628068416284951,13.684816227846142,108.4143399824506,1570.6444365126256,12580.868920211957,82010.42655091488,106072.09971382516,103245.78609158479,92804.06346016
0.20969800170211222,0.2376929083252719,6.394718863105237,0.054908286662266576,0.22330259537923025,0.2235025755750451,0.8713367277620808,1.472327097756079,0.8877714897886854,4.018303706943114,42.52626335287104,601.2116368278097,4709.8565980722215,58495.26577958802,115450.71193234705,122104.47705930012,114863.53142157789
0.42287279458714333,0.29091880200211784,7.844361909021482,0.06935577989818706,0.16118395360218768,0.24307606884597763,0.9842499987062229,1.5693359209564046,0.9391092432758276,8.805384350521313,93.4623231170635,1300.2174758102753,10282.108032892362,123739.86493178838,231554.41420367968,239820.7723966747,219979.50874946214
0.2073461303899914,0.31956155510288886,1.542043283403431,0.11026851502894632,0.22895716034088698,0.27646248908425786,0.8471115257085071,1.474868812388146,1.1184451869885121,13.548084627364338,110.55274275942011,1614.7530315208087,12811.146985662413,91582.1768350009,127506.98893516295,127168.27751447567,117522.27388487171
0.2072251478270517,0.2903574131451858,3.322002218197171,0.10352513936789742,0.17006579798760527,0.2405504745576288,0.8987754359054835,1.415166253186041,0.927303523564116,6.18421663285024,55.80674287779593,815.1820475223855,6453.039415114605,68627.78640442998,115044.25665415007,118543.66770754597,111117.07450166473
0.12835271369206272,0.27884003903577714,6.339503220476598,0.0773727003373661,0.17414120659402255,0.24467517428862237,0.8717711447817176,1.4989912519799322,0.8370653530567616,2.3328169889889248,25.033142306533,351.6736011005674,2761.7673128654806,34458.34502657866,67987.86600889699,71743.60920049799,67439.7749773655
0.2868835255301364,0.36572050589218497,6.395327165839773,0.13189859198400677,0.16100568881612728,0.3941839360380589,0.9097045452982596,1.6813761884452636,0.859066512135624,11.290828056647076,90.89309701246107,1314.087593776473,10575.707948055833,100480.23309830744,151081.5402758867,151280.10178229227,138179.49689374212
0.20568217597618743,0.391413228185449,9.637616660369055,0.18641330599906059,0.20633848554896672,0.30108544479149557,0.8576827384597412,1.5049526175664503,0.9955211410398919,8.98111152839297,73.34420576013417,1085.4591699942735,8707.367618220771,78152.21104918625,114768.34120540114,115397.07439437135,107206.18991651158
0.45557681521259696,0.20317205279412154,5.834419291762179,0.07933382462262822,0.1772947972202978,0.2639889983907607,0.9798156426725068,1.471181370163167,1.0801689451553729,12.103303175395528,115.34938600604993,1645.6403364762446,13076.106168117944,146470.51541500763,252873.53634232143,259895.84422200947,240179.25667775702
0.2145273250170459,0.3240706040569179,4.7506210973688745,0.16315506971941546,0.21183705674350858,0.21424299576064215,0.8768054692178878,1.552275652775021,1.079907169677237,8.703053215136194,70.8470891705611,1043.4229132332864,8315.42076529743,78368.02900275469,119234.2262379085,120212.26072477321,111002.29316894035
0.40950677267941504,0.30457397301735933,4.772369121479506,0.08324687498247248,0.23361762608238446,0.36790426124287506,0.908605032928139,1.5591632477789157,0.996955029917965,24.478562181788362,189.56183851737762,2788.9572637165043,22182.90675339149,175397.38834462172,246162.54094060924,243900.75487415007,222270.67402732957
0.29489794442091416,0.28589964647675586,9.082406159872066,0.15199412029689435,0.18779527364779758,0.2888193944367632,0.9660416057753606,1.7698338551702868,1.1151049904348322,10.693101695989746,90.17672643127986,1275.5361643125987,10295.97472112185,101620.211245171,155006.76546185455,154038.20601405206,138255.8231445353
0.2872076187738435,0.23219772203486885,9.980220047348677,0.08510050489414006,0.21559135500323534,0.2947584064970325,0.9892332702783153,1.5514827020958837,0.840705817301489,4.021343218414344,50.39567943589772,678.6145570279926,5391.126141107304,69658.10678591102,140609.55230660338,147700.25018107536,137432.05960694805
