source_id,ra,dec,parallax,parallax_over_error,phot_g_mean_mag,random_index,ruwe,teff_gspphot,logg_gspphot,lum_flame,mass_flame,radius_flame
6989290475763456,45.153526828148586,5.985359407396669,30.32189207190648,1182.9305,7.8996253,469455500,1.227266,5184.0874,4.4558,0.57980293,,0.9439168
8896496473276288,45.018454118784746,8.841118346808315,26.59872287086046,875.675,14.52822,689282391,1.1597306,3112.429,5.0115,0.005006942,,0.2429565
38535825266420352,59.97117351482536,13.428194355765902,29.427383789668923,1217.4701,13.709113,551141045,1.3176042,3180.1658,4.9588,0.008255072,,0.29931214
43656796377403776,56.97801068575886,16.757422704302424,30.98755600427789,1054.451,11.525294,1044250492,1.2043276,3381.9294,4.0758,0.03726059,,0.56207037
64217565032311808,55.11604294280841,21.244342220738915,26.884210216700644,652.0973,15.259333,1719491432,1.1709254,3055.3547,5.1112,0.002554516,,0.18036178
66892264508548864,58.04688243208994,25.162347138819527,25.606096459490097,942.3852,6.641129,1111767342,0.9703798,5941.645,4.0738,2.466319,1.087597,1.4820076
68553931516671488,54.87437762176911,24.96824115907829,62.65413168915791,1958.9789,11.595599,130655384,1.366583,3088.1282,4.2727,0.011577013,,0.37587637
95353122989849856,27.15384474857079,19.309340250309173,26.98412897484888,1415.5203,13.775201,416620986,1.157967,3257.616,4.9863,0.00873995,,0.32537737
95652018353917056,26.232401137403865,20.082682764562318,30.15346978670096,750.1124,6.1095624,324846062,1.303392,5515.974,4.0895,2.9441938,1.0900344,1.8789724
114807606854310400,42.23573189329947,26.712505529028515,29.36656416335345,1024.7537,14.204011,1791766721,1.294216,3146.3604,5.0198,0.0052751177,,0.24446142
145361317004090112,66.11124429891427,21.708928744134777,37.74944112944319,879.84503,15.116863,844065548,1.2878187,2946.586,5.1254,0.0017041585,,0.15813713
167837499341017600,57.22757902755356,29.23107270053164,27.417456277839943,921.77295,14.669613,577298118,1.1396172,3131.1006,5.0661,0.003882778,,0.21176825
168182196235710848,57.66590682714092,30.093877134238557,30.8813729393448,1044.6567,12.929799,679309048,1.3362654,3351.5498,4.9158,0.013460414,,0.39337692
188771135583573504,79.78833900872726,40.09609817127969,79.6021083335795,792.43976,4.5258846,1228720857,0.8881429,5761.5337,4.2455,1.8109827,0.9979292,1.3506571
204146774904236288,67.87303389851641,41.68563430969891,30.731214482781937,1578.1632,14.207105,25987134,1.0145073,3123.514,5.025,0.0049608964,,0.2405037
215394607057804800,84.37728760073475,51.3929084532406,27.656563982156374,1296.8921,8.617529,1031088094,0.9939906,4966.6987,4.5336,0.3736954,0.78842115,0.8255961
281294248784349184,78.08248210306571,59.15011664065279,27.08091869202178,1135.873,13.867913,567124163,1.3421099,3005.8083,4.3361,0.008663243,,0.34324005
301109819137394432,29.17392357643021,30.47626882077181,26.644820373230573,599.64716,15.159594,304759337,1.1088665,3026.0723,5.0657,0.0031146605,,0.2030338
362677900447403520,13.99239071752606,34.07958970264599,36.670984928766536,2031.0651,13.793482,570970698,1.1945063,3201.482,5.0634,0.0045981463,,0.22282429
372894425054283776,18.81305949939895,41.71807421170892,29.99222073727088,1226.1713,14.24035,1129748506,1.2378886,3087.2517,5.0008,0.005461494,,0.2582711
423259307520131328,1.6008896592213917,59.71164670918887,38.70348742580296,1534.1007,14.74051,434571392,1.1240181,3006.5444,5.132,0.0021263547,,0.16995308
451548332947465472,36.928375919762594,50.57849535230549,36.49077239176383,989.54877,14.75858,1125389783,1.0985442,2997.2927,5.1063,0.0024523158,,0.18366207
460050169170768128,47.1084352982644,57.01243950328008,30.82957529230661,1520.8048,6.507787,920961773,1.0048776,5874.301,4.2527,1.9109017,1.0342581,1.3345695
464460756989931136,42.8941888075774,59.374363805535815,27.53082588858385,1548.1486,13.86588,1230450227,1.1871573,3231.1152,4.992,0.0073991646,,0.2745337
471536354830504448,69.4681555111583,60.67630176290383,32.38513913422993,1361.1686,7.5985823,874772733,1.0958402,5465.065,4.4303,0.67650694,0.89708805,0.91768646
517413198320985600,39.97505573101135,67.26561788577801,27.92817860044399,1543.1896,12.863835,1320887185,1.2399726,3156.658,4.2986,0.018311756,,0.38403884
518201792978856960,27.965500107121475,64.43411796149833,57.82485245468829,3588.6143,10.408663,1266176222,1.0380946,3237.374,4.0695,0.034950536,,0.59427947
551239506048106880,63.807958235196665,76.28694062581451,37.137553607519706,2083.4458,7.943755,980454958,1.0699627,5093.821,4.5228,0.37881234,0.83559823,0.7911666
562128725611648256,24.697902560938854,77.90666572018775,26.27245530653408,686.44965,16.01928,1200881736,1.0159677,2962.4568,5.193,0.0014318844,,0.14373557
574059045248283008,0.945050466855038,86.11158440401753,30.80926595422084,1051.9186,15.638167,1797365581,1.0932561,2964.4595,5.1859,0.0014927483,,0.14653984
583645274812817920,134.98085556576285,6.168207585249117,39.315596407831016,2196.3462,13.106816,1619925710,1.2099673,3000.2642,4.4237,0.008821542,,0.3476699
626421568532678912,148.30777579227282,18.748399633867745,29.575285315853247,758.8767,15.090156,1662706878,0.971981,3017.6797,5.0843,0.0026789382,,0.1892903
659076617202569856,128.1032706147887,17.112460853795724,46.12004419082068,1815.6582,13.020811,719361429,1.2547196,3178.4814,5.0039,0.006142623,,0.25843304
659623692956573184,128.38663110891176,18.477100431975384,34.129411063064765,1056.1226,14.77027,899553700,1.0006796,3048.688,4.9544,0.0021619014,,0.16685346
685042030968334592,134.73184297897248,21.16608719544678,26.606741683629128,982.8213,7.485322,819762632,1.0030612,5646.7695,4.3738,1.058513,0.932515,1.0750253
686170885812680832,133.18590007977463,22.51380876570265,30.65269876269917,1086.5098,12.872762,1788885477,1.2160407,3278.1716,4.8057,0.015797498,,0.4455015
700462063073090560,141.6448440351662,31.01792595474701,32.87238181373999,1053.4503,14.076012,1321791556,1.2797805,3009.8408,4.5854,0.004853969,,0.25668377
719740487637772160,133.10368634169217,38.15643972509406,37.24805440877734,1537.6788,12.687717,1711669807,1.1893635,3202.6387,4.6461,0.012022106,,0.37893167
751975660302006784,160.3996414218253,37.60928436965462,99.46190936732783,2987.6401,11.5485115,138422214,1.0481769,3113.328,4.9998,0.00571224,,0.25977695
765531741023636992,168.8613193698617,41.08681708586082,43.23006475960784,1600.5483,11.753524,1347079531,1.2430466,3170.3674,4.0631,0.018416649,,0.44984972
853645816895607040,158.9082876091624,55.645557904365845,28.423081193338067,2000.4652,13.493439,482308210,1.259332,3182.5479,4.6909,0.009474994,,0.30342022
868475681838385536,113.12795563303708,24.895107546541027,36.89346653256674,1676.3665,11.590923,1647058843,1.2039909,3224.0774,4.1761,0.030068642,,0.55560994
904125392159754752,125.08673065188356,34.6643455563956,26.03038044091381,699.27844,15.028224,841119181,1.156828,3055.2239,5.0576,0.0035287277,,0.21197595
915546912790108672,126.24700834181183,41.7902950582375,31.2425270193546,1470.3157,13.769859,1454736370,1.1031743,3150.3616,4.9758,0.007171392,,0.28419703
918196941971384960,128.6755633828398,45.48546015267863,47.20279587835959,2662.1138,13.444406,1219738892,1.2674242,3119.85,5.0501,0.0041913814,,0.2216015
929918079521190784,122.7959346206346,47.57313215431381,25.810514522178877,645.19214,15.649875,202013781,1.0096211,3003.7317,5.1379,0.0020587079,,0.16749442
961439802283033728,91.05483657088146,44.27739743932607,29.45526423254315,2232.7727,8.798716,1732289524,0.8633468,4753.82,4.5431,0.2951797,0.7598212,0.80100226
975925219440361216,113.86231439807858,48.24249043943552,33.75342717934179,1633.7567,10.903182,184098076,1.2339689,3633.3103,4.5612,0.050909646,,0.5685689
977554107260770432,107.55540597423176,47.01535626532632,26.689689297807963,1139.8425,12.360109,966596509,1.2507179,3204.3674,4.1332,0.028393898,,0.546959
982196799404971392,113.75303778067162,50.19341128686438,37.59267207127941,1921.4736,13.009177,388426759,1.1846919,3212.4768,4.9514,0.00950637,,0.33583677
1024245456945924736,139.3655633964866,56.02093482104777,31.445299250784647,1574.3202,13.904358,1068091574,1.3372086,3000.6594,4.5513,0.0065786047,,0.27908978
1047559604579391872,157.69193395510402,59.74981103357841,42.5343537713421,2555.982,8.350623,439130743,1.0122262,4538.652,4.5613,0.2351206,,0.8003479
1057879895596316416,175.08760130595263,67.24494559386969,40.41555108163215,2762.1155,11.484356,1036699269,1.0614915,3717.2021,4.9337,0.019007372,,0.33240703
1067205918863507968,152.13279067706603,68.43686914228503,27.441880564179133,1822.9651,8.577981,1011248992,1.0470623,5234.2925,4.5601,0.3824923,,0.75197804
1068982214258617856,137.597576949849,67.13483839139721,48.63356320236432,1935.975,8.302411,736962671,1.2245616,4408.2466,4.5407,0.19440308,0.72032875,0.7559489
1093577396019656192,126.41871964796329,66.46004868629325,28.41478680526598,1880.787,8.610287,1282276865,0.9565091,4947.239,4.5226,0.3603369,0.7904719,0.81706727
1107458592882148096,94.01099682873432,70.77960480447204,38.243522976343485,2255.7947,7.230919,1310129130,0.9523923,5279.1353,4.4168,0.67353344,,0.9810892
1137890944433535232,132.20005902515902,78.05739583375654,30.65062153731473,1440.5951,14.378683,1450358447,1.2483668,3113.7603,5.0449,0.004259034,,0.224249
1146337324038513536,157.7954592712752,82.55911563554423,44.213128190593714,2405.2473,12.748248,1748661021,1.2452767,3162.3472,4.8983,0.0091213975,,0.31817493
1158503591997923072,223.0265735901832,5.3918394007729935,29.10656691152034,1275.126,11.2827,271267986,1.0438844,3679.8428,4.658,0.04877638,0.5367723,0.54349804
1159502498311670144,221.43639714552936,6.061377273099621,26.09714855960928,1290.6205,8.972813,450873394,1.0843691,4907.8716,4.5328,0.30908722,0.7657769,0.7760755
1183850942790617856,226.52797542965828,15.208530765150678,40.96856245582217,2056.1328,10.776447,1744985449,1.2226603,3688.641,4.7609,0.04034112,0.5117498,0.50555724
1185619988280226944,221.34970154757104,13.845312200298968,53.16069304359237,2500.3535,7.5966625,79485241,1.0191612,4813.6064,4.5336,0.27300474,0.76114553,0.7512717
1186341405347025152,223.30533281201627,15.881380065618291,28.076961444582675,987.99506,14.327489,672318300,1.1064061,3103.2534,4.9453,0.0054493216,,0.2558838
1187436106611366784,227.129865926768,16.883333270573733,25.039191989153597,1283.5212,13.670332,58837731,1.2981875,3233.2393,4.877,0.011878473,,0.34733334
1202586586570696576,239.0049154828734,17.849398368171094,27.488356720613528,1604.0399,13.293298,525620356,1.300525,3230.333,4.6652,0.01220784,,0.37858585
1204364909188183296,239.49976079175624,20.594438011488595,31.00498905139317,2286.253,13.222081,1391694295,1.2054458,3278.49,4.9383,0.010920231,,0.3239158
1205358111785048064,243.19565891916795,21.38376574638573,30.339225360439723,1599.3003,14.318151,1399417748,1.083613,3119.8792,5.0371,0.004584173,,0.23174861
1213772158875824896,231.08133191693992,20.1907328011711,27.28208947531468,985.59906,14.12415,962510454,1.2499028,3118.2542,4.9347,0.006988443,,0.28976077
1263554334530344192,227.3641027828125,23.066066458503144,29.97487882270085,1558.0641,13.602704,921170087,1.3981061,3179.8638,4.7125,0.0071506784,,0.25945792
1329936043387566464,243.9776531455377,35.82189834507352,33.6356428513614,3008.375,9.186303,511456209,1.0634176,4340.0293,4.5603,0.1880035,,0.76682836
1341113541156480768,257.89598966788463,38.44254560681901,83.06866367689253,4661.915,10.420489,1777247978,1.0543015,3197.2703,4.1525,0.016943906,,0.4225771
1359010463720014464,253.511236656573,44.207214619915725,26.93544599274737,1612.1554,14.107054,823307717,1.3855553,3158.3499,4.9822,0.0069472953,,0.27833572
1364125460532586240,267.29977148307995,49.03520318003687,31.505666779734288,1524.8893,14.576254,528256604,1.1159879,3093.383,5.0791,0.0033756215,,0.20228298
1365875367647620096,258.9658342859034,47.6306080280391,32.3122929761198,2363.6968,13.590841,1770424188,1.2326441,3212.8206,4.9931,0.00710392,,0.27205467
1382797843737951616,240.20998510940663,40.32742494934246,47.33005294303278,2749.6895,11.95953,1295758153,1.2593598,3129.9714,4.3295,0.014230116,,0.4061876
1387349065967311744,231.1278356702784,37.347700183120615,27.222290529619787,1617.9562,6.888323,1067463361,0.9554039,5988.049,4.2054,1.7473258,1.0740293,1.2281741
1391673002811376512,227.964993054448,39.54990225512116,33.25821358507139,2218.5083,12.514941,1669390518,1.2614563,3171.835,4.2647,0.016119754,,0.4206199
1398534505124752256,241.0521485630437,46.338362172847006,27.145417749027203,2129.1516,13.514748,213891318,1.2207825,3244.5835,4.9116,0.0107577685,,0.3276597
1399213934591203712,241.66683554127025,47.50415157767399,28.041236362863376,2230.2197,9.486967,58317365,1.1497221,4417.045,4.564,0.19617192,,0.7564196
1406797197568373120,248.02648266939,46.17125991575901,39.99729166773847,2052.8635,12.942096,1714434586,1.3088799,3040.892,4.392,0.009025021,,0.34450537
1406888766271406976,248.85200030564124,45.64986205628856,29.18731479529702,2142.627,13.713298,1369237021,1.1757562,3002.2249,4.3598,0.008788291,,0.34655157
1428493276403534592,244.3511930690368,53.8341096801271,26.854132825490844,2399.6917,13.440601,1589331675,1.1497258,3346.6865,4.9579,0.010688995,,0.3075508
1434388514154591744,260.6769743192071,60.140350150226105,28.36013136622956,1928.326,13.041292,1156333140,1.3898379,3019.9734,4.1571,0.017123243,,0.4780029
1477933572665361920,216.3228825279512,32.79069976672873,29.652570120772435,1508.5061,8.255675,96234006,0.99480754,5145.7046,4.5146,0.44101647,0.8157392,0.83559644
1508886439891508736,210.64244517648848,46.34065650294364,89.53273702346151,3145.599,9.161387,1118682775,1.0488347,3499.351,4.2549,0.036776945,,0.5216759
1561220478953441664,208.98074776203092,53.89749321681917,31.3432798211512,1576.9738,14.48156,1766083451,1.2521275,3076.9087,4.7912,0.0032901962,,0.20255496
1615668981955214336,227.27992983234844,59.07424551104582,34.06371012655737,1562.4695,14.543631,710048981,1.291203,3043.4873,5.0252,0.0032316153,,0.20406672
1615668981955214464,227.28462074565704,59.07355896069701,34.11432141565522,2067.2717,11.88353,155905317,1.3351115,3174.408,4.0871,0.027470008,,0.54811144
1618794068879018368,219.08961317449985,61.7395252944489,38.61644185258047,2453.4314,14.077405,1741162396,1.2107284,3135.8535,5.0942,0.0032798632,,0.19399518
1635873435829345536,256.76837187817165,67.16159103171209,33.33229300126742,1348.0461,14.704921,1410953028,1.2718283,2987.5625,5.0481,0.0033013192,,0.2144956
18986817760556416,39.82435828918509,7.470816071340625,50.051067130892186,1790.3984,12.859632,1647240123,1.104966,3002.5479,4.4773,0.006605648,,0.30080944
19720226376127488,39.49303953475792,7.578023751308275,26.16187375074662,982.6798,14.385919,839279876,1.16331,3152.2905,5.0088,0.005602004,,0.25104788
22561123904108672,36.88950047505341,7.711231791783696,28.03961216789344,1086.9305,9.541374,581643363,1.3997817,4667.0156,4.6635,0.1731594,,0.6542706
43335537119385216,55.93925502483873,16.66589025058141,58.0275673632229,1995.1371,9.925129,207131966,0.8883366,3557.9429,4.4485,0.043342255,,0.54569864
83041066660131072,38.55501103401772,17.759722873210983,31.35644810633737,1365.3253,13.959662,20890012,1.14286,3221.464,4.7586,0.004395246,,0.21386065
100380639907919872,33.07455634342676,21.982406427032117,29.086690086674317,1147.0233,8.256831,1098713987,1.0404054,5240.0024,4.5114,0.4557252,0.87251496,0.8191135
103173223348678144,37.53644811563576,25.62186800273489,25.931916654716023,1779.9838,10.41915,273927566,1.2769908,4176.6665,4.6116,0.12460287,,0.6737564
103942679624729088,29.803415127797837,23.23633994067851,26.283230848646884,1603.6117,9.431783,1674064709,1.1333073,4593.3965,4.5691,0.21825801,0.7391191,0.73767143
144786577364287104,69.05823675251195,21.536357766359902,29.50321029617971,1135.7313,7.4254136,144150847,0.951922,5617.548,4.3645,0.90774715,0.928843,1.0057228
179416417636545920,65.64294275869374,39.00943327133813,49.96537204500389,1806.7241,13.655407,827561561,1.2447182,3044.5886,5.0601,0.003462098,,0.21147032
205533465225342208,76.27525560161628,44.23424149518413,74.13952783501048,2427.54,13.026942,996661951,1.2829744,3018.7253,5.0846,0.0028773441,,0.19611076
222749343414443648,52.227698158214295,37.37771073269072,36.90719800007177,1631.0986,10.503306,618908166,1.2250491,3962.548,4.7755,0.052529816,,0.48700523
232036540183283456,61.73475957037118,42.72256436804246,28.301905126581747,1185.8567,14.337573,1307945024,1.1965115,3023.98,4.5808,0.00537308,,0.23259543
263916742385357056,85.37807337010766,53.48750978876841,81.46439142947709,3539.2273,8.918802,1257157525,1.0582259,3667.5244,4.6223,0.059136987,,0.6811747
290234480907261312,21.86580794913792,23.244520667095347,26.895977175661397,852.665,9.41857,515947742,1.1231174,4496.4565,4.5668,0.21915738,0.73944616,0.7714166
300635689107383168,29.478315979566432,28.949535949959195,26.92768842510161,1086.3267,14.329259,1707238145,1.1229334,3147.1013,5.008,0.00562914,,0.25237724
345765551891443968,29.51884480773198,41.38615654936616,30.6505276373085,1504.3666,7.423224,1278537928,1.0446275,5626.535,4.4135,0.8401784,0.95039964,0.9646252
345777204139584384,29.50466682298847,41.381413285800974,30.659667444417583,921.4851,15.136731,1732129571,1.0466572,2989.3936,5.0772,0.0025006004,,0.18629223
375314725025730816,11.936356372248149,41.99490250701135,37.99839326842447,1434.3625,12.752428,1757670200,1.3533254,3082.8704,4.3156,0.011029614,,0.36790025
381634580422627584,8.752597777527654,42.69445051002161,35.07828188353112,1425.4926,7.7879076,703941938,0.99085355,5088.0103,4.4741,0.48999885,,0.9008683
397528364601244928,19.585290869255708,44.27243674572312,25.551799726865877,1117.3434,9.626838,1498832782,1.1490417,4602.5493,4.5821,0.19289723,0.74777186,0.69074285
407078138484015872,24.221170491228374,52.24986368983943,38.43135816831658,1624.2845,13.847433,982108357,1.3052633,3080.3513,5.0207,0.0047639566,,0.24236491
409824168780424832,24.58846698386621,57.23095397492771,75.88558947033205,3512.608,10.8970585,605215550,1.1373943,3414.948,4.9172,0.01376878,,0.39264035
437729700870140160,43.02810513271845,47.85706039343648,25.660714597300224,1609.9666,12.138425,880793351,1.2541747,3323.3215,3.9418,0.034670375,,0.56163734
439207173919091840,45.05360936510017,49.007396881109926,25.633791384155508,1455.4758,13.59354,437932788,1.2413872,3340.895,4.9656,0.010247386,,0.3021284
452861837028857600,42.33431069682042,53.02213664011846,34.865899044163974,1561.0787,8.055932,1263859310,1.0001645,5105.254,4.5198,0.3892066,0.83548343,0.79746294
464460756989931264,42.89706633711536,59.37366824985839,27.54374576414841,1665.6597,13.6265,1261565699,1.2206112,3280.6235,4.9693,0.009290601,,0.2983762
466421353721889920,44.081665582625526,61.68949710907464,28.889350180168943,1540.9664,12.288982,1323594240,1.131525,3203.5793,4.1098,0.025275197,,0.51621777
480029532396056832,81.33351467186509,65.18190535973702,26.360583802667797,1846.0742,9.93894,746627175,1.0574468,4199.864,4.5102,0.15830454,0.6849354,0.751487
493935296471302784,62.39692879129089,69.54006455901425,53.25619958954552,3127.3677,7.4297066,388640100,1.004455,4874.372,4.5226,0.31108257,0.7660251,0.78209823
497750292582603520,77.39689702841424,70.3383574074859,39.65311628834269,2090.2595,13.00485,1555148985,1.3498889,3265.322,4.9871,0.00800234,,0.27952448
498708306508914048,86.41286674650455,72.92071302065072,35.09630968234763,2509.6665,12.041643,359758521,1.1580667,3159.059,4.1546,0.023014218,,0.506428
532057254394731776,23.633921284293077,68.94864548479532,47.51084800424145,2775.3035,6.3501935,502200397,1.063869,5540.6875,4.3775,0.9560257,0.8886861,1.0611316
532841717283542656,15.657526667001711,68.97289804491221,33.16687089698893,1981.5885,12.388625,142768927,1.1757582,3267.3484,4.5656,0.019328112,,0.39864045
553480551264062848,80.6378397862045,79.23187117015195,48.10984333811314,662.2083,4.9560766,364298361,1.051833,6270.167,4.0955,3.2884624,1.2538847,1.536726
558426017125051136,88.02015637709763,83.78805208939515,32.51927594759762,1088.9144,15.459994,1293225009,1.0336435,2940.547,5.1497,0.0017112806,,0.15926701
565471721996476160,20.386099466443525,80.15144470488706,41.067739675294064,3278.3843,9.157528,1584115447,0.9541978,4069.0813,4.4991,0.1407686,,0.7549444
574152263218375040,5.620576763726042,86.33253240152966,27.76685814915024,1391.3096,14.855856,196211497,1.0955199,3031.26,5.0342,0.0038727978,,0.22560766
577602496345490176,133.78195701408768,1.5418558693942337,48.74043421971609,2652.5671,9.289488,119016525,1.0623425,3887.799,4.5481,0.100922786,0.6299191,0.70049506
619440661833351040,147.20907756971008,15.646815201966763,58.18455109575904,2232.3062,12.033276,1605368733,1.1790518,3127.208,4.4918,0.008797419,,0.3254441
622824310083823872,151.31765610260598,17.0565155009215,39.25388069061429,1095.5653,14.38138,862983239,1.1729431,2995.873,5.0159,0.0030413393,,0.2039449
650337664425397632,123.64772339188876,13.023259147351093,51.974523149703614,2092.6003,8.345874,1415897621,1.0662732,4379.523,4.5915,0.16693963,,0.7097569
652201645872728320,124.17190115105304,14.22739016933184,28.28638981952485,626.7551,15.259026,1143333172,1.0991192,3036.463,5.1191,0.0023687005,,0.17585163
656248020460761472,124.28392057506288,17.298561457040986,35.25973736854215,2139.5254,9.06538,151865212,1.0273548,4421.1523,4.5692,0.18217151,,0.72759676
663858530711553792,126.5266151055523,20.70589628700436,25.78687240012581,288.23038,16.062164,1639770383,0.9673615,2962.5366,5.179,0.0014202938,,0.14310795
666427539629086976,129.68943839613348,23.68524446703721,28.37571220384387,1330.3558,6.7626004,1718757261,0.97599405,6026.558,4.2988,1.7780483,1.0843573,1.2231928
670354617206208896,119.44075706785048,19.858387834285068,33.142991500054926,1432.8796,11.7890835,227658826,1.236455,3521.6467,4.736,0.025535228,,0.42940602
681857536056824704,120.72696227194172,25.57916073721681,29.43040510031021,1244.1626,14.080989,1526809370,1.0599097,3268.2004,5.0714,0.004755122,,0.21509741
698832689919673728,139.63422109017876,29.727048005486765,25.74556040862128,587.47363,15.209312,603752487,0.99830747,3035.453,5.0078,0.0030642874,,0.19986723
704967037090946688,133.146760620834,28.329783000362703,79.44818375718161,1852.8954,5.732681,891648565,0.8584381,5184.4775,4.4506,0.6176441,,0.9740495
709563717249089792,130.06766840125894,31.45242630658037,89.0701961270145,2904.0815,10.989865,1432095171,1.3404778,3056.6667,4.3136,0.010590496,,0.3671994
760210242184289408,170.65133241420608,35.772904125367724,34.63184351816726,1809.499,13.235324,1626757937,1.218233,3164.9836,4.8938,0.009450169,,0.336925
773335357298146048,177.8299600200112,45.2690042144132,33.71899234565483,910.7074,12.339693,415685678,1.2281091,3493.9626,4.9133,0.0164156,,0.35975358
773579856901877248,174.7744534376327,44.30585601946809,26.11300350013574,1226.0159,8.279425,1744820754,1.0905725,5486.8237,4.5023,0.5388469,,0.81246144
775046536693695232,163.10637385869688,37.365426573452176,25.611592035756253,574.8647,15.596741,429755991,1.0152423,3005.5427,5.1235,0.0022233508,,0.1739222
778947814402602752,166.34205974427476,43.53094856108456,203.8875927696954,6133.739,7.912665,144927148,0.9393333,3382.1968,4.095,0.023333251,,0.4448867
819750862709551360,145.85713451058854,42.68788925776642,55.57584357450871,2151.963,7.743525,243219418,0.9570854,4503.621,4.5413,0.23957959,,0.80400133
851346566283231616,153.48973198525323,52.503346332035726,43.54525680068646,2710.6782,9.101742,118498352,1.0328377,4267.2485,4.6083,0.121846445,0.6665227,0.63865155
882361212322548096,118.49145834475055,34.153190893039834,25.552249998386188,464.6309,15.856711,694511867,1.1408558,2946.5989,5.1231,0.0019627677,,0.17002518
888957972853029632,104.27001523802384,30.75550681676243,52.97666208169573,2913.905,9.103118,1707707106,1.1468818,3969.9316,4.5811,0.09613986,0.6225592,0.65555197
905437831085898752,121.42638253592696,34.076531687898644,33.52009872238907,1922.8479,9.556798,985141872,1.0403337,4099.9575,4.5174,0.15147667,0.68002105,0.7714401
933055776469108352,121.25681395161354,48.23788296089276,33.43034291381289,1627.927,8.810733,1021761024,1.2163723,4590.5703,4.554,0.23941614,0.74627775,0.7735343
937409086601638912,102.34113618670028,32.16585177819104,32.75782966365422,1390.7494,13.745009,1519570128,1.2901092,3000.093,4.4642,0.0068215607,,0.30572912
941650383986508544,98.00717328950113,34.51917132747268,33.51744857814817,1457.3281,13.706701,355098128,1.3774118,3005.7144,4.4688,0.0066868095,,0.302601
957362817463946496,98.01139225004349,40.40180733763981,26.77076165759473,1233.9883,9.044249,1047386976,1.0928528,4741.9785,4.5435,0.28616643,0.75581205,0.79258907
966290164687018368,101.20301038714904,47.01972622089314,39.65958874484874,1010.27783,14.925671,1622802596,1.1390128,2938.988,5.1247,0.0019450943,,0.17008238
1017406906938292608,136.1287985428838,52.45917215070319,26.423302208736843,774.29535,14.896193,930755165,1.1697382,3004.6057,4.993,0.0043541677,,0.24306984
1053933576565917824,161.86140245717863,61.14736475758323,35.37545734470682,2601.3796,13.490999,1191255981,1.2263479,3158.9307,4.98,0.007401411,,0.31845328
1070676389877746688,151.39615839963787,70.22887607328784,26.22908548557933,1530.9946,12.248823,1758579850,1.3803428,3229.216,4.0856,0.03126633,,0.5652177
1078773262224027520,168.79329264913866,73.47570460715328,69.136383508707,4586.709,7.311935,618424137,1.0117257,4573.935,4.5349,0.22468224,0.74020565,0.75479954
1102343664788004608,104.51937704638162,65.84688630397775,28.443500999159944,1331.5906,14.229685,146923293,1.2116243,3000.643,4.5613,0.00591172,,0.28460324
1106410071106575104,101.03462267745242,69.1770349216062,26.012211251310053,785.91626,15.761778,615097051,0.99876016,2979.0183,5.1411,0.0019112481,,0.1641683
1134155113160270720,150.2915837503259,81.15484257034134,50.41439882602768,3031.203,13.544994,1318460662,1.2780044,3018.553,5.0265,0.0040469766,,0.23262547
1142313523798296448,111.95091238501816,80.33663214522322,37.21390483623056,2519.3337,13.816142,17226452,1.1701477,3120.4119,5.0266,0.0048761116,,0.23894265
1177532908459199872,216.0231824419636,11.24930672090088,26.358161952738445,956.29987,7.517275,477531459,0.9882543,5817.529,4.3454,1.0477254,1.0209918,1.0076739
1181472011945052928,223.1186156804515,12.39143178496968,48.382371664531945,2870.5176,10.567341,706904434,1.1016349,3309.0867,4.2259,0.042780966,,0.6293001
1194263180467201536,235.5596761787663,14.491241347340088,38.41670779152291,2271.0903,13.475351,1802406587,1.3242453,3012.1052,4.4801,0.006107533,,0.28699237
1201927669866633088,244.79234457523256,19.95825818885141,40.60417782047958,1842.0726,14.142991,6366016,1.1824282,3059.425,5.0753,0.0032160804,,0.20186217
1216312889733095808,235.74956958984015,20.76800673508287,28.854904844566494,1985.0409,13.482926,1093631431,1.1143473,3184.023,4.512,0.008712188,,0.31182417
1251932290465668992,207.76226410401415,23.762244238615185,25.545447346955413,1698.682,9.4066515,999591793,1.0952917,4607.2944,4.5538,0.23540813,0.7562683,0.76156414
1255848853963056128,215.77764799711588,25.338463515544834,26.04710309895215,872.0592,6.1236978,1124966121,1.0391753,6744.551,4.1095,3.9927278,1.3606211,1.464004
1265671031852406272,222.66864296512156,22.907340986533875,26.92536237018896,1297.9546,7.3433833,701972268,1.0000263,5627.2026,4.3205,1.1976355,0.92208916,1.1514028
1273169013960272640,234.22307316302872,29.99093289596064,28.302744446357057,1611.7203,6.356777,1441669731,0.9440836,6481.728,4.1614,2.7303255,1.2603291,1.3103036
1277974463888541568,228.8246219430696,31.96071042010729,27.420041614142065,2011.355,13.645433,1546294531,1.1913687,3080.6912,4.3778,0.009305298,,0.33863062
1329230706678296448,246.0884051706168,34.99903429640179,25.969123222328168,2182.015,10.265374,853734206,1.0251765,4369.295,4.6839,0.11936631,0.68093395,0.62642604
1331113963938331904,246.5813600096556,36.68583968550914,36.13368739782928,1777.2477,14.679679,894216971,1.1970073,3015.987,5.0989,0.0026204374,,0.18748577
1371474768050872192,238.77380958451147,33.84521510103183,43.53574891544147,2398.6335,14.349002,565188483,1.0723711,3057.0007,5.1425,0.002186373,,0.16669007
1412260533408744832,250.6168075939831,49.9359565740811,34.133859940166886,1510.1958,6.339053,1562658251,0.9680485,6038.3213,4.1907,1.8545051,1.0925182,1.2443266
